300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
300.0,300.0,300.0,400.0,300.0,400.0,400.0,490.0,400.0,490.0,300.0,500.0
